,property_id,date_obtained,price,livable_area,heating_type,has_photovoltaic_panels,has_double_glazing,number_of_bathrooms,number_of_bedrooms,number_of_toilets,has_living_room,has_attic,has_basement,has_terrace,terrace_surface,has_garden,garden_surface,energy_label,primary_energy_consumption,postal_code,latitude,longitude,year_built,building_condition,property_size,flood_zone_type,cadastral_income,age,price_sq,property_type_HOUSE
39735,11389298,2024-05-22,1175.0,296.0,GAS,False,True,3.0,5.0,4.0,False,False,True,False,0.0,True,90.0,B,198.0,9000,51.047331,3.7332796,1865.0,GOOD,170.0,NON_FLOOD_ZONE,2064.0,159.0,3.9695945945945947,True
120164,11360229,2024-05-22,250.0,112.0,GAS,False,True,1.0,3.0,1.0,True,False,False,False,0.0,False,0.0,D,358.0,9000,51.0646096,3.6988733,1850.0,Unknown,44.0,NON_FLOOD_ZONE,356.0,174.0,2.232142857142857,True
718,11259053,2024-05-22,695.0,250.0,GAS,False,True,2.0,3.0,2.0,False,True,False,True,80.0,True,440.0,B,163.0,9032,51.0846765,3.6982915,,AS_NEW,580.0,NON_FLOOD_ZONE,1349.0,,2.78,True
122272,11376921,2024-05-22,345.0,77.0,Unknown,False,False,1.0,2.0,1.0,False,False,False,True,5.0,False,0.0,B,120.0,9000,51.0580289,3.6920546,,JUST_RENOVATED,,NON_FLOOD_ZONE,922.0,,4.48051948051948,False
33967,11366204,2024-05-22,1390.0,300.0,GAS,False,True,2.0,4.0,2.0,False,False,False,False,0.0,False,0.0,D,256.0,9000,51.0548949,3.7262607,1903.0,GOOD,88.0,Unknown,2384.0,121.0,4.633333333333334,True
2811,11191801,2024-05-22,695.0,275.0,Unknown,True,True,1.0,4.0,2.0,True,True,False,True,15.0,False,0.0,B,145.0,9032,51.0926053,3.7137375,,AS_NEW,351.0,NON_FLOOD_ZONE,1349.0,,2.5272727272727273,True
61996,11158182,2024-05-23,595.0,142.0,GAS,False,True,2.0,2.0,2.0,False,False,True,True,27.0,False,0.0,A,86.0,9000,51.0337872,3.7191899,2024.0,AS_NEW,,NON_FLOOD_ZONE,1294.0,0.0,4.190140845070423,False
100699,11376809,2024-05-23,275.0,71.0,GAS,False,False,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,B,182.0,9000,51.0455834,3.7303102,1978.0,Unknown,,NON_FLOOD_ZONE,1.0,46.0,3.8732394366197185,False
2083,11366150,2024-05-23,439.0,247.0,GAS,False,True,2.0,5.0,2.0,False,False,False,False,0.0,False,0.0,D,388.0,9050,51.0434931,3.7460687,1930.0,GOOD,140.0,NON_FLOOD_ZONE,719.0,94.0,1.777327935222672,True
120732,11344414,2024-05-23,235.0,61.0,ELECTRIC,False,True,1.0,1.0,1.0,True,False,False,False,0.0,False,0.0,C,255.0,9000,51.0265351,3.7103456,1999.0,AS_NEW,,NON_FLOOD_ZONE,899.0,25.0,3.8524590163934427,False
90549,11278607,2024-05-23,169.0,61.0,GAS,False,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,C,207.0,9820,51.0213419,3.753161,1978.0,GOOD,,NON_FLOOD_ZONE,659.0,46.0,2.7704918032786887,False
56765,11127677,2024-05-23,149.0,37.0,Unknown,False,False,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,B,196.0,9820,50.9911142,3.7466944,2001.0,Unknown,,Unknown,721.0,23.0,4.027027027027027,False
91087,11325946,2024-05-23,345.0,86.0,GAS,False,True,1.0,2.0,1.0,True,False,True,True,11.0,False,0.0,B,165.0,9000,51.0371621,3.7164115,1975.0,TO_RESTORE,,NON_FLOOD_ZONE,956.0,49.0,4.011627906976744,False
108725,11317451,2024-05-23,730.0,267.0,GAS,False,True,3.0,6.0,3.0,False,False,False,True,0.0,True,90.0,B,190.0,9000,51.0579727,3.7534973,1967.0,TO_BE_DONE_UP,280.0,NON_FLOOD_ZONE,1660.0,57.0,2.7340823970037453,True
6980,11384629,2024-05-23,295.0,106.0,GAS,False,True,1.0,2.0,1.0,True,False,True,True,7.0,False,0.0,B,200.0,9050,51.0407917,3.7422366,1963.0,GOOD,,NON_FLOOD_ZONE,847.0,61.0,2.7830188679245285,False
19035,11063944,2024-05-23,195.0,72.0,GAS,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,D,311.0,9000,51.0645883,3.6916434,,JUST_RENOVATED,,NON_FLOOD_ZONE,765.0,,2.7083333333333335,False
59574,11310969,2024-05-23,435.0,171.0,GAS,False,True,1.0,4.0,2.0,False,True,False,True,0.0,False,0.0,A,100.0,9000,51.081105,3.7288718,2023.0,Unknown,172.0,NON_FLOOD_ZONE,570.0,1.0,2.543859649122807,True
60528,11358483,2024-05-23,274.0,41.0,GAS,False,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,D,380.0,9000,51.04144119999999,3.725539,,GOOD,16.0,NON_FLOOD_ZONE,111.0,,6.682926829268292,True
34358,11303235,2024-05-23,269.0,87.0,GAS,False,False,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,C,217.0,9032,51.0947752,3.7137808,1969.0,GOOD,,Unknown,808.0,55.0,3.0919540229885056,False
34194,11376895,2024-05-23,485.0,250.0,Unknown,False,False,1.0,4.0,2.0,False,False,False,False,0.0,False,0.0,E,430.0,9000,51.0510814,3.7288071,,Unknown,,NON_FLOOD_ZONE,1130.0,,1.94,False
14196,11373243,2024-05-23,239.0,155.0,GAS,False,False,1.0,3.0,1.0,False,False,False,False,0.0,True,498.0,F,1236.0,9940,51.1301187,3.6474592,1933.0,TO_RENOVATE,660.0,Unknown,670.0,91.0,1.5419354838709678,True
69116,11342131,2024-05-23,595.0,180.0,GAS,True,True,2.0,4.0,2.0,True,False,False,True,10.0,True,66.0,A,64.0,9000,51.03632,3.7265077,1899.0,JUST_RENOVATED,139.0,NON_FLOOD_ZONE,855.0,125.0,3.3055555555555554,True
1060,11279834,2024-05-23,475.0,232.0,Unknown,False,True,1.0,4.0,2.0,True,True,False,True,0.0,False,0.0,C,239.0,9940,51.1758305,3.758356199999999,1978.0,AS_NEW,923.0,NON_FLOOD_ZONE,1125.0,46.0,2.0474137931034484,True
126208,11293396,2024-05-23,270.0,102.0,Unknown,False,False,1.0,3.0,1.0,True,False,False,False,0.0,True,14.0,E,451.0,9050,51.0331467,3.7456711,,Unknown,62.0,NON_FLOOD_ZONE,716.0,,2.6470588235294117,True
101450,11241930,2024-05-23,350.0,110.0,Unknown,False,False,1.0,3.0,1.0,True,False,False,False,0.0,False,0.0,F,728.1469298245614,9000,51.0639274,3.7325275,,Unknown,,NON_FLOOD_ZONE,929.0,,3.1818181818181817,False
106130,11358101,2024-05-23,365.0,140.0,ELECTRIC,False,True,1.0,3.0,2.0,True,False,False,False,0.0,True,110.0,F,1349.0,9032,51.0762542,3.710250099999999,1993.0,AS_NEW,247.0,NON_FLOOD_ZONE,731.0,31.0,2.607142857142857,True
121075,11381182,2024-05-23,299.0,263.0,GAS,False,True,1.0,4.0,2.0,False,False,False,False,0.0,False,0.0,C,279.0,9000,51.0903028,3.7167128,,TO_BE_DONE_UP,137.0,NON_FLOOD_ZONE,451.0,,1.1368821292775666,True
38810,11296795,2024-05-23,525.0,160.0,GAS,False,False,2.0,5.0,2.0,True,False,True,False,0.0,False,0.0,C,239.0,9000,51.0738293,3.7145274,1955.0,JUST_RENOVATED,180.0,POSSIBLE_FLOOD_ZONE,1096.0,69.0,3.28125,True
68831,11376932,2024-05-23,850.0,276.0,Unknown,False,False,2.0,6.0,2.0,False,False,False,False,0.0,True,944.0,F,769.0,9051,51.01521229999999,3.667639,1966.0,TO_REFURBISH,1135.0,NON_FLOOD_ZONE,1705.0,58.0,3.079710144927536,True
103251,11327639,2024-05-23,365.0,157.0,GAS,False,False,1.0,4.0,2.0,False,False,False,False,0.0,False,0.0,C,257.0,9000,51.0471173,3.7442875,1918.0,TO_REFURBISH,95.0,NON_FLOOD_ZONE,446.0,106.0,2.3248407643312103,True
66945,11279890,2024-05-23,419.0,132.0,ELECTRIC,False,True,1.0,2.0,2.0,False,False,False,False,0.0,False,0.0,E,463.0,9052,51.00723,3.716292,1996.0,GOOD,541.0,NON_FLOOD_ZONE,1120.0,28.0,3.1742424242424243,True
37532,11291912,2024-05-23,345.0,140.0,Unknown,False,True,2.0,3.0,2.0,True,False,False,True,0.0,False,0.0,A,94.0,9940,51.1236234,3.7369333,2015.0,GOOD,,NON_FLOOD_ZONE,759.0,9.0,2.4642857142857144,False
15995,11309400,2024-05-23,375.0,122.0,GAS,False,True,1.0,3.0,1.0,False,False,False,True,2.0,False,0.0,B,142.0,9000,51.0422865,3.7334734,1972.0,Unknown,,NON_FLOOD_ZONE,1531.0,52.0,3.0737704918032787,False
80377,11376933,2024-05-23,550.0,124.0,GAS,False,True,1.0,3.0,2.0,False,False,False,False,0.0,False,0.0,A,98.0,9000,51.0428977,3.7019337,1970.0,GOOD,,NON_FLOOD_ZONE,1227.0,54.0,4.435483870967742,False
23744,11068506,2024-05-23,250.0,78.0,GAS,False,False,1.0,3.0,1.0,False,False,True,False,0.0,False,0.0,E,480.0,9000,51.0518838,3.7023534,,TO_BE_DONE_UP,60.0,NON_FLOOD_ZONE,116.0,,3.2051282051282053,True
92502,11005932,2024-05-23,489.0,198.0,GAS,False,True,1.0,4.0,3.0,False,False,False,False,0.0,False,0.0,B,125.0,9050,51.03107499999999,3.7602835,,GOOD,190.0,NON_FLOOD_ZONE,735.0,,2.4696969696969697,True
92935,11168414,2024-05-23,970.0,420.0,GAS,True,True,2.0,3.0,3.0,False,False,False,False,0.0,False,0.0,B,141.0,9000,51.0722787,3.7292622,1989.0,GOOD,,NON_FLOOD_ZONE,1852.0,35.0,2.3095238095238093,False
95701,11280426,2024-05-23,295.0,144.0,FUELOIL,False,False,1.0,3.0,1.0,False,False,False,False,0.0,False,0.0,E,496.0,9940,51.1583506,3.7299423,1974.0,TO_RENOVATE,800.0,Unknown,754.0,50.0,2.048611111111111,True
117768,11337786,2024-05-23,599.0,191.0,GAS,True,True,2.0,4.0,2.0,True,False,False,True,11.0,False,0.0,A,84.0,9000,51.0666711,3.7099477,2017.0,GOOD,148.0,NON_FLOOD_ZONE,983.0,7.0,3.136125654450262,True
97167,11365873,2024-05-23,619.0,265.0,GAS,False,True,1.0,4.0,2.0,True,False,False,False,0.0,False,0.0,B,137.0,9032,51.0792367,3.7023847,1995.0,GOOD,469.0,Unknown,1336.0,29.0,2.3358490566037737,True
51286,11327946,2024-05-23,499.0,233.0,FUELOIL,False,True,1.0,4.0,2.0,True,False,True,False,0.0,False,0.0,E,469.0,9051,51.0273509,3.6579316,1920.0,AS_NEW,252.0,NON_FLOOD_ZONE,857.0,104.0,2.1416309012875536,True
127692,11293398,2024-05-23,349.0,117.0,Unknown,False,True,1.0,3.0,2.0,True,False,False,False,0.0,True,60.0,C,251.17550274223035,9040,51.0699696,3.7558223,1968.0,TO_REFURBISH,122.0,NON_FLOOD_ZONE,542.0,56.0,2.982905982905983,True
94951,11341462,2024-05-23,595.0,222.0,GAS,False,True,1.0,3.0,2.0,False,False,True,True,0.0,False,0.0,B,186.0,9051,51.0257299,3.6670175,1998.0,Unknown,655.0,Unknown,1594.0,26.0,2.68018018018018,True
110173,11197092,2024-05-23,200.0,70.0,Unknown,False,True,1.0,1.0,1.0,True,False,False,False,0.0,False,0.0,F,728.1469298245614,9000,51.0639274,3.7325275,,Unknown,,NON_FLOOD_ZONE,706.0,,2.857142857142857,False
127698,11308539,2024-05-23,545.0,167.0,GAS,True,True,1.0,4.0,2.0,True,False,False,True,0.0,False,0.0,B,125.0,9030,51.0725777,3.6618472,2008.0,GOOD,423.0,NON_FLOOD_ZONE,1019.0,16.0,3.2634730538922154,True
55906,11320598,2024-05-23,439.0,151.0,GAS,True,True,1.0,4.0,2.0,False,False,False,False,0.0,False,0.0,B,104.0,9050,51.0420009,3.773070299999999,1940.0,GOOD,230.0,NON_FLOOD_ZONE,413.0,84.0,2.9072847682119205,True
25373,11340929,2024-05-23,395.0,98.0,GAS,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,B,114.0,9052,51.01252479999999,3.703985,,AS_NEW,,NON_FLOOD_ZONE,1121.0,,4.030612244897959,False
48128,11358339,2024-05-23,421.0,155.0,GAS,False,True,2.0,3.0,2.0,False,False,False,True,20.0,True,150.0,B,158.0,9052,50.9999289,3.7132491,1880.0,GOOD,307.0,NON_FLOOD_ZONE,720.0,144.0,2.7161290322580647,True
95932,11359032,2024-05-23,339.0,122.0,Unknown,False,True,1.0,3.0,1.0,True,False,True,False,0.0,False,0.0,C,253.0,9000,51.0639656,3.7300964,1890.0,JUST_RENOVATED,42.0,Unknown,819.0,134.0,2.778688524590164,True
48338,11363376,2024-05-24,390.0,141.0,GAS,False,False,1.0,3.0,2.0,False,False,False,False,0.0,False,0.0,B,110.0,9940,51.1397972,3.7640747,2009.0,GOOD,440.0,Unknown,791.0,15.0,2.765957446808511,True
43091,11284037,2024-05-24,840.0,270.0,Unknown,False,False,2.0,6.0,3.0,False,False,False,False,0.0,False,0.0,E,490.0,9000,51.0481615,3.723227,1877.0,TO_RENOVATE,164.0,NON_FLOOD_ZONE,704.0,147.0,3.111111111111111,True
64852,11322277,2024-05-24,369.0,86.0,GAS,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,B,109.0,9000,51.0539067,3.7178208,2016.0,GOOD,,NON_FLOOD_ZONE,957.0,8.0,4.290697674418604,False
87281,11390508,2024-05-24,375.0,142.0,Unknown,False,False,1.0,4.0,2.0,True,False,False,False,0.0,True,107.0,B,126.0,9000,51.0668719,3.7081712,,Unknown,186.0,NON_FLOOD_ZONE,873.0,,2.640845070422535,True
6142,11331458,2024-05-24,285.0,131.0,Unknown,False,True,1.0,3.0,1.0,False,True,True,False,0.0,False,0.0,E,424.0,9000,51.065933,3.7062243,,TO_REFURBISH,85.0,NON_FLOOD_ZONE,739.0,,2.1755725190839694,True
118788,11342342,2024-05-24,253.0,98.0,GAS,False,False,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,E,446.0,9040,51.0619536,3.7526092,1967.0,AS_NEW,,Unknown,728.0,57.0,2.5816326530612246,False
125261,11360412,2024-05-24,275.0,85.0,Unknown,False,False,1.0,2.0,1.0,True,False,False,True,16.0,False,0.0,B,157.0,9000,51.0433392,3.7022933,1969.0,GOOD,,NON_FLOOD_ZONE,817.0,55.0,3.235294117647059,False
24553,11362828,2024-05-24,398.0,144.0,Unknown,True,True,1.0,3.0,1.0,True,False,False,False,0.0,False,0.0,A,86.0,9050,51.04064570000001,3.7546785,,Unknown,,NON_FLOOD_ZONE,1000.0,,2.763888888888889,False
124405,11377200,2024-05-24,399.0,143.0,ELECTRIC,False,True,1.0,3.0,2.0,True,True,False,True,25.0,True,100.0,D,325.0,9032,51.0800218,3.7027816,1986.0,AS_NEW,261.0,NON_FLOOD_ZONE,946.0,38.0,2.7902097902097904,True
70973,11367885,2024-05-24,469.0,180.0,GAS,True,True,1.0,3.0,2.0,True,True,False,True,15.0,True,100.0,A,81.0,9940,51.10193049999999,3.6715999,2011.0,AS_NEW,247.0,NON_FLOOD_ZONE,930.0,13.0,2.6055555555555556,True
51814,11301474,2024-05-24,275.0,110.0,GAS,False,False,1.0,2.0,1.0,False,True,False,True,20.0,True,110.0,D,329.0,9940,51.1746181,3.7399094,1980.0,TO_REFURBISH,543.0,NON_FLOOD_ZONE,724.0,44.0,2.5,True
13021,11384274,2024-05-24,290.0,68.0,GAS,False,True,1.0,1.0,1.0,False,False,False,True,5.0,False,0.0,B,113.0,9000,51.0357599,3.716151,1968.0,Unknown,,CIRCUMSCRIBED_WATERSIDE_ZONE,1030.0,56.0,4.264705882352941,False
56861,11296042,2024-05-24,299.0,140.0,FUELOIL,False,True,2.0,3.0,2.0,True,True,True,True,20.0,True,200.0,E,406.0,9940,51.1053527,3.6800612,1961.0,TO_RENOVATE,382.0,NON_FLOOD_ZONE,542.0,63.0,2.1357142857142857,True
51956,11294384,2024-05-24,369.0,240.0,GAS,False,True,1.0,4.0,2.0,False,False,False,False,0.0,False,0.0,E,487.0,9940,51.1393426,3.7582732,,TO_RENOVATE,580.0,NON_FLOOD_ZONE,864.0,,1.5375,True
68381,11351145,2024-05-24,379.0,119.0,GAS,True,True,1.0,3.0,2.0,False,False,False,False,0.0,True,19.0,B,180.0,9050,51.0254013,3.7596798,1950.0,JUST_RENOVATED,81.0,NON_FLOOD_ZONE,556.0,74.0,3.1848739495798317,True
56694,11369963,2024-05-24,648.0,253.0,GAS,False,True,1.0,3.0,2.0,True,False,False,True,80.0,True,703.0,C,269.0,9820,50.9694536,3.7445711,1850.0,GOOD,980.0,Unknown,497.0,174.0,2.561264822134387,True
68543,11259265,2024-05-24,2449.0,520.0,GAS,False,True,5.0,5.0,3.0,False,False,False,False,0.0,False,0.0,C,203.0,9000,51.058124,3.7238577,,Unknown,250.0,NON_FLOOD_ZONE,8500.0,,4.709615384615384,True
47096,11316574,2024-05-24,645.0,164.0,Unknown,False,True,2.0,3.0,2.0,False,False,False,False,0.0,False,0.0,A,88.0,9000,51.0443872,3.7338569,2001.0,GOOD,,NON_FLOOD_ZONE,1368.0,23.0,3.932926829268293,False
127627,11292078,2024-05-24,285.0,131.0,Unknown,False,True,1.0,4.0,1.0,False,True,True,False,0.0,False,0.0,E,424.0,9000,51.065933,3.7062243,,TO_REFURBISH,85.0,NON_FLOOD_ZONE,739.0,,2.1755725190839694,True
65871,11326624,2024-05-24,449.0,127.0,GAS,False,True,1.0,3.0,2.0,False,False,False,True,15.0,True,100.0,B,129.0,9000,51.01972,3.7227289,,AS_NEW,161.0,NON_FLOOD_ZONE,648.0,,3.5354330708661417,True
93730,11378146,2024-05-24,349.0,80.0,Unknown,False,False,1.0,2.0,1.0,False,False,False,True,3.0,True,200.0,B,133.0,9032,51.0839933,3.7049722,,JUST_RENOVATED,,NON_FLOOD_ZONE,928.0,,4.3625,False
27807,11341005,2024-05-24,395.0,122.0,GAS,False,False,1.0,2.0,2.0,False,False,False,False,0.0,False,0.0,A,98.0,9032,51.0796077,3.7094161,2010.0,AS_NEW,,Unknown,862.0,14.0,3.237704918032787,False
28716,11290425,2024-05-24,294.0,153.0,Unknown,False,False,1.0,3.0,2.0,True,False,False,False,0.0,False,0.0,F,989.0,9940,51.1258376,3.6654347,1955.0,AS_NEW,296.0,NON_FLOOD_ZONE,475.0,69.0,1.9215686274509804,True
38064,11326314,2024-05-24,395.0,108.0,GAS,False,True,1.0,1.0,2.0,False,False,False,False,0.0,False,0.0,B,162.0,9000,51.0422245,3.7331257,,AS_NEW,,NON_FLOOD_ZONE,996.0,,3.6574074074074074,False
61590,11359790,2024-05-24,325.0,85.0,GAS,False,True,1.0,2.0,1.0,False,False,False,True,0.0,False,0.0,B,169.0,9040,51.0639794,3.7520279,1954.0,AS_NEW,,NON_FLOOD_ZONE,892.0,70.0,3.823529411764706,False
10653,11334386,2024-05-24,259.0,145.0,GAS,False,True,1.0,4.0,1.0,True,False,False,False,0.0,False,0.0,E,409.0,9000,51.0627036,3.7286218,1935.0,TO_BE_DONE_UP,58.0,NON_FLOOD_ZONE,700.0,89.0,1.7862068965517242,True
41263,11376851,2024-05-24,365.0,137.0,Unknown,False,True,1.0,3.0,1.0,False,True,False,False,0.0,False,0.0,C,210.0,9000,51.0638994,3.711762,1899.0,JUST_RENOVATED,0.0,NON_FLOOD_ZONE,858.0,125.0,2.664233576642336,True
11093,11376930,2024-05-24,695.0,146.0,Unknown,False,False,1.0,2.0,2.0,False,False,False,False,0.0,False,0.0,B,126.0,9000,51.051899,3.7118297,,JUST_RENOVATED,,Unknown,745.0,,4.760273972602739,False
6678,11368860,2024-05-24,559.0,181.0,GAS,False,False,1.0,3.0,3.0,True,True,True,True,22.0,True,0.0,B,193.0,9040,51.0664883,3.7782711,,Unknown,310.0,Unknown,1147.0,,3.088397790055249,True
29434,11273227,2024-05-24,425.0,134.0,GAS,True,True,2.0,4.0,2.0,False,False,False,False,0.0,False,0.0,A,58.0,9000,51.0886106,3.7148647,,JUST_RENOVATED,109.0,Unknown,299.0,,3.171641791044776,True
60506,11277976,2024-05-24,860.0,362.0,GAS,False,False,1.0,8.0,4.0,True,False,True,True,64.0,False,0.0,B,112.0,9040,51.0726294,3.7622783,1998.0,AS_NEW,907.0,Unknown,1595.0,26.0,2.3756906077348066,True
25019,11289303,2024-05-24,285.0,100.0,Unknown,False,True,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,B,128.0,9940,51.1745386,3.77236,2007.0,GOOD,,NON_FLOOD_ZONE,832.0,17.0,2.85,False
75266,11332225,2024-05-24,269.0,90.0,Unknown,False,False,1.0,3.0,2.0,True,False,True,True,38.0,True,0.0,F,508.0,9040,51.072607,3.7638212,,GOOD,139.0,Unknown,715.0,,2.988888888888889,True
56011,11358449,2024-05-24,382.5,168.0,Unknown,True,True,1.0,4.0,2.0,True,True,True,False,0.0,True,100.0,C,223.0,9000,51.0767785,3.7299568,1968.0,GOOD,185.0,NON_FLOOD_ZONE,884.0,56.0,2.2767857142857144,True
71821,11376904,2024-05-24,455.0,114.0,GAS,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,A,99.0,9000,51.0452535,3.7335764,1968.0,GOOD,,NON_FLOOD_ZONE,1093.0,56.0,3.991228070175439,False
62689,11315825,2024-05-24,268.0,67.0,FUELOIL,False,True,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,B,188.0,9000,51.0380627,3.7379298,1962.0,Unknown,,Unknown,634.0,62.0,4.0,False
80070,11395732,2024-05-24,299.0,85.0,Unknown,False,True,1.0,2.0,1.0,True,False,True,False,0.0,False,0.0,A,91.0,9000,51.0561508,3.7090843,1994.0,TO_REFURBISH,,NON_FLOOD_ZONE,1110.0,30.0,3.5176470588235293,False
119652,11400120,2024-05-24,440.0,249.0,Unknown,False,False,1.0,3.0,2.0,True,True,False,False,0.0,False,0.0,D,364.0,9031,51.0539771,3.618189,1999.0,Unknown,800.0,Unknown,1224.0,25.0,1.7670682730923695,True
2639,11199096,2024-05-24,520.0,124.0,GAS,False,True,1.0,3.0,2.0,True,True,False,True,13.0,True,47.0,A,63.0,9000,51.0605158,3.6896213,2019.0,AS_NEW,124.0,Unknown,805.0,5.0,4.193548387096774,True
34087,10924282,2024-05-24,375.0,98.0,GAS,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,B,149.0,9000,51.037619,3.738519,2005.0,GOOD,,NON_FLOOD_ZONE,1011.0,19.0,3.826530612244898,False
59143,11316438,2024-05-24,229.0,78.0,Unknown,False,True,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,F,527.0,9032,51.0852052,3.7146622,1960.0,GOOD,,Unknown,513.0,64.0,2.9358974358974357,False
126200,11320739,2024-05-27,289.0,197.0,Unknown,False,True,1.0,3.0,1.0,False,True,True,False,0.0,False,0.0,D,327.0,9940,51.1226309,3.657518,1961.0,GOOD,292.0,NON_FLOOD_ZONE,587.0,63.0,1.467005076142132,True
48107,11350392,2024-05-27,645.0,106.0,GAS,False,True,1.0,2.0,1.0,False,False,True,True,10.0,False,0.0,C,279.0,9000,51.05300219999999,3.7247582,,Unknown,,RECOGNIZED_FLOOD_ZONE,1368.0,,6.084905660377358,False
84474,11373734,2024-05-27,375.0,93.0,GAS,False,True,1.0,2.0,1.0,True,False,False,True,2.0,False,0.0,B,171.0,9000,51.0442422,3.7360788,1975.0,GOOD,,NON_FLOOD_ZONE,894.0,49.0,4.032258064516129,False
48390,11399466,2024-05-27,595.0,382.0,Unknown,False,False,1.0,3.0,3.0,False,True,True,True,0.0,False,0.0,F,540.0,9031,51.035236,3.6245261,1970.0,TO_REFURBISH,2539.0,Unknown,1774.0,54.0,1.557591623036649,True
114428,11334159,2024-05-27,390.0,98.0,GAS,False,True,1.0,2.0,1.0,False,False,False,True,10.0,False,0.0,B,126.0,9000,51.0473411,3.7226194,1957.0,GOOD,,NON_FLOOD_ZONE,989.0,67.0,3.979591836734694,False
122263,11324566,2024-05-27,485.0,145.0,GAS,False,True,1.0,3.0,2.0,True,False,False,False,0.0,False,0.0,A,78.0,9000,51.0664031,3.7116298,2018.0,GOOD,0.0,Unknown,1276.0,6.0,3.3448275862068964,True
96483,11148217,2024-05-27,329.0,175.0,Unknown,True,True,1.0,3.0,1.0,False,True,False,False,0.0,False,0.0,B,154.1249146757679,9820,50.9628446,3.753574699999999,1874.0,GOOD,,NON_FLOOD_ZONE,740.0,150.0,1.88,False
71417,11340465,2024-05-27,369.0,124.0,GAS,False,False,1.0,4.0,2.0,True,True,False,True,0.0,False,0.0,F,774.0,9041,51.0926401,3.7581107,1938.0,TO_REFURBISH,420.0,NON_FLOOD_ZONE,614.0,86.0,2.975806451612903,True
35284,11368397,2024-05-27,239.0,99.0,ELECTRIC,False,True,1.0,2.0,1.0,True,False,False,True,0.0,False,0.0,F,518.0,9041,51.0999633,3.7644629,,TO_REFURBISH,50.0,NON_FLOOD_ZONE,247.0,,2.414141414141414,True
82299,11322705,2024-05-27,449.0,185.0,Unknown,False,True,1.0,6.0,1.0,True,False,True,False,0.0,True,66.0,B,169.0,9000,51.0633005,3.696295,1874.0,GOOD,161.0,NON_FLOOD_ZONE,666.0,150.0,2.427027027027027,True
122110,11337515,2024-05-27,485.0,145.0,GAS,False,True,2.0,3.0,2.0,True,False,False,False,0.0,False,0.0,A,78.0,9000,51.0664031,3.7116298,2018.0,GOOD,,Unknown,1276.0,6.0,3.3448275862068964,False
13954,11283772,2024-05-27,350.0,69.0,ELECTRIC,False,True,1.0,1.0,1.0,True,False,False,True,10.0,True,20.0,D,325.0,9000,51.0395457,3.7147962,2006.0,AS_NEW,,NON_FLOOD_ZONE,881.0,18.0,5.072463768115942,False
32881,11030694,2024-05-27,439.0,112.0,Unknown,False,True,1.0,3.0,1.0,False,True,True,False,0.0,False,0.0,D,388.0,9000,51.0311002,3.725205099999999,1957.0,GOOD,230.0,NON_FLOOD_ZONE,738.0,67.0,3.919642857142857,True
82146,11392039,2024-05-27,265.0,158.0,Unknown,False,False,1.0,3.0,2.0,False,False,False,False,0.0,False,0.0,F,520.0,9040,51.0596328,3.7512232,,TO_RENOVATE,130.0,NON_FLOOD_ZONE,483.0,,1.6772151898734178,True
76934,11372599,2024-05-27,475.0,136.0,GAS,False,True,1.0,2.0,2.0,True,False,True,False,0.0,True,131.0,C,227.0,9000,51.0291201,3.7193796,1936.0,GOOD,,NON_FLOOD_ZONE,1047.0,88.0,3.4926470588235294,False
61136,11383679,2024-05-27,419.0,80.0,GAS,False,True,1.0,1.0,1.0,False,False,False,True,10.0,False,0.0,B,182.0,9000,51.0552522,3.727344199999999,,JUST_RENOVATED,,NON_FLOOD_ZONE,1032.0,,5.2375,False
92304,11144814,2024-05-27,325.0,76.0,GAS,False,True,2.0,1.0,2.0,True,False,True,False,0.0,False,0.0,D,314.0,9000,51.0503957,3.7335394,1920.0,GOOD,,NON_FLOOD_ZONE,734.0,104.0,4.276315789473684,False
88032,11342815,2024-05-27,498.0,204.0,ELECTRIC,False,False,1.0,6.0,1.0,True,False,True,False,0.0,False,0.0,E,448.9862068965517,9000,51.0311985,3.7067285,1931.0,GOOD,742.0,NON_FLOOD_ZONE,1635.0,93.0,2.4411764705882355,True
62829,11382904,2024-05-27,299.0,90.0,GAS,False,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,B,154.1249146757679,9000,51.0410204,3.7177317,1964.0,AS_NEW,,NON_FLOOD_ZONE,853.0,60.0,3.3222222222222224,False
31586,11372874,2024-05-27,315.0,130.0,GAS,False,True,1.0,3.0,2.0,True,True,False,False,0.0,True,1.0,C,253.0,9000,51.0641836,3.6970304,,GOOD,99.0,Unknown,423.0,,2.423076923076923,True
