,property_id,date_obtained,price,livable_area,heating_type,has_photovoltaic_panels,has_double_glazing,number_of_bathrooms,number_of_bedrooms,number_of_toilets,has_living_room,has_attic,has_basement,has_terrace,terrace_surface,has_garden,garden_surface,energy_label,primary_energy_consumption,postal_code,latitude,longitude,year_built,building_condition,property_size,flood_zone_type,cadastral_income,age,price_sq,property_type_HOUSE
69840,20108809,2024-09-06,225.0,35.0,Unknown,True,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,A+,43.0,9000,51.01526,3.718502,2026.0,Unknown,5100.0,NON_FLOOD_ZONE,649.0,-2.0,6.428571428571429,True
70106,20140323,2024-09-06,362.5,88.0,GAS,True,True,1.0,2.0,1.0,True,False,False,True,12.0,False,0.0,A,44.0,9051,51.0213438,3.6783596,2022.0,GOOD,,NON_FLOOD_ZONE,882.0,2.0,4.119318181818182,False
40265,20100360,2024-09-06,345.0,88.0,Unknown,True,True,1.0,2.0,1.0,False,False,False,True,13.0,False,0.0,A,20.0,9000,51.0274241,3.696983,2024.0,GOOD,,NON_FLOOD_ZONE,922.0,0.0,3.9204545454545454,False
2055,20100403,2024-09-06,400.0,111.0,Unknown,True,True,1.0,3.0,1.0,True,False,False,True,27.0,False,0.0,A,25.0,9000,51.0274241,3.696983,2024.0,GOOD,,NON_FLOOD_ZONE,1003.0,0.0,3.6036036036036037,False
112014,11442876,2024-09-06,370.0,155.0,GAS,False,True,1.0,3.0,1.0,True,False,False,True,31.0,False,0.0,A,80.0,9940,51.112927,3.7362891,2015.0,AS_NEW,,NON_FLOOD_ZONE,730.0,9.0,2.3870967741935485,False
2063,20131176,2024-09-06,345.0,88.0,Unknown,True,True,1.0,2.0,1.0,False,False,True,True,13.0,False,0.0,A,67.77248355263157,9000,51.0274241,3.696983,2025.0,AS_NEW,,NON_FLOOD_ZONE,922.0,-1.0,3.9204545454545454,False
84256,20102640,2024-09-06,370.0,100.0,Unknown,True,True,1.0,2.0,1.0,False,False,False,True,10.0,False,0.0,A,25.0,9000,51.0274241,3.696983,2024.0,GOOD,,NON_FLOOD_ZONE,959.0,0.0,3.7,False
93041,20107507,2024-09-06,329.0,142.0,Unknown,False,True,1.0,3.0,2.0,True,False,False,False,0.0,False,0.0,B,116.0,9940,51.1138092,3.7074617,1942.0,AS_NEW,0.0,NON_FLOOD_ZONE,319.0,82.0,2.316901408450704,True
85662,11477910,2024-09-06,285.0,100.0,Unknown,False,True,1.0,2.0,1.0,True,False,False,False,0.0,False,0.0,B,128.0,9940,51.1745386,3.77236,2007.0,GOOD,,NON_FLOOD_ZONE,832.0,17.0,2.85,False
115295,20131193,2024-09-06,355.0,101.0,Unknown,True,True,2.0,3.0,2.0,True,False,True,True,13.0,False,0.0,A,67.77248355263157,9000,51.0274241,3.696983,2025.0,AS_NEW,,NON_FLOOD_ZONE,936.0,-1.0,3.514851485148515,False
124210,20108814,2024-09-06,162.5,13.0,Unknown,True,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,A+,43.0,9000,51.01526,3.718502,2026.0,Unknown,,NON_FLOOD_ZONE,650.0,-2.0,12.5,False
54263,20108811,2024-09-06,162.5,13.0,Unknown,True,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,A+,43.0,9000,51.01526,3.718502,2026.0,Unknown,5100.0,NON_FLOOD_ZONE,556.0,-2.0,12.5,True
64338,20108817,2024-09-06,162.5,13.0,Unknown,True,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,A+,43.0,9000,51.01526,3.718502,2026.0,Unknown,,NON_FLOOD_ZONE,650.0,-2.0,12.5,False
9525,20131177,2024-09-06,400.0,111.0,Unknown,True,True,2.0,3.0,2.0,True,False,True,True,27.0,False,0.0,A,67.77248355263157,9000,51.0274241,3.696983,2025.0,AS_NEW,,NON_FLOOD_ZONE,1003.0,-1.0,3.6036036036036037,False
99449,20102639,2024-09-06,310.0,81.0,Unknown,True,True,1.0,2.0,1.0,False,False,False,True,10.0,False,0.0,A,25.0,9000,51.0274241,3.696983,2024.0,GOOD,,NON_FLOOD_ZONE,869.0,0.0,3.8271604938271606,False
99366,20036577,2024-09-06,465.0,185.0,GAS,False,True,2.0,4.0,2.0,False,False,False,False,0.0,False,0.0,B,156.0,9940,51.1750348,3.7627013,,AS_NEW,637.0,NON_FLOOD_ZONE,1078.0,,2.5135135135135136,True
22246,20051606,2024-09-06,345.0,140.0,Unknown,False,True,2.0,3.0,2.0,True,False,False,True,0.0,False,0.0,A,94.0,9940,51.1236234,3.7369333,2015.0,GOOD,,NON_FLOOD_ZONE,759.0,9.0,2.4642857142857144,False
23448,20031183,2024-09-06,450.0,132.0,ELECTRIC,True,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,F,1135.0,9940,51.1750883,3.726090199999999,,GOOD,4490.0,NON_FLOOD_ZONE,344.0,,3.409090909090909,True
71208,20108807,2024-09-06,225.0,35.0,Unknown,True,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,A+,43.0,9000,51.01526,3.718502,2026.0,Unknown,,NON_FLOOD_ZONE,743.0,-2.0,6.428571428571429,False
26100,11484924,2024-09-06,235.0,152.0,ELECTRIC,False,True,1.0,3.0,2.0,False,False,False,False,0.0,False,0.0,F,949.0,9940,51.1823223,3.7526015,,TO_RENOVATE,273.0,NON_FLOOD_ZONE,664.0,,1.5460526315789473,True
71110,20131175,2024-09-06,385.0,99.0,Unknown,True,True,1.0,2.0,1.0,True,False,True,True,23.0,False,0.0,A,67.77248355263157,9000,51.0274241,3.696983,2025.0,AS_NEW,,NON_FLOOD_ZONE,981.0,-1.0,3.888888888888889,False
71123,20100400,2024-09-06,390.0,96.0,Unknown,True,True,1.0,2.0,1.0,False,False,False,True,16.0,False,0.0,A,25.0,9000,51.0274241,3.696983,2023.0,GOOD,,NON_FLOOD_ZONE,989.0,1.0,4.0625,False
124865,20108813,2024-09-10,167.5,15.0,Unknown,True,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,A+,43.0,9000,51.0471964,3.7111552,2026.0,Unknown,,NON_FLOOD_ZONE,657.0,-2.0,11.166666666666666,False
43749,20112052,2024-09-10,430.0,120.0,GAS,False,True,1.0,3.0,1.0,False,False,False,False,0.0,False,0.0,B,156.0,9050,51.0405531,3.7484551,,GOOD,184.0,NON_FLOOD_ZONE,354.0,,3.5833333333333335,True
83072,20149124,2024-09-10,489.0,146.0,GAS,False,False,1.0,3.0,2.0,False,False,False,True,0.0,False,0.0,C,217.0,9000,51.0616922,3.6940449,,AS_NEW,131.0,NON_FLOOD_ZONE,552.0,,3.3493150684931505,True
24895,11396800,2024-09-10,310.0,130.0,Unknown,False,True,1.0,3.0,1.0,True,True,False,True,0.0,False,0.0,F,800.0,9940,51.0943338,3.6584519,1934.0,GOOD,221.0,Unknown,379.0,90.0,2.3846153846153846,True
5934,20146084,2024-09-10,685.0,311.0,Unknown,True,False,2.0,7.0,3.0,True,True,False,False,0.0,False,0.0,A,92.0,9940,51.1187267,3.7410627,1880.0,GOOD,2507.0,Unknown,1334.0,144.0,2.202572347266881,True
27493,20143219,2024-09-10,573.0,190.0,Unknown,False,False,1.0,4.0,2.0,True,False,True,False,0.0,False,0.0,B,174.0,9000,51.058566,3.6927671,,GOOD,120.0,NON_FLOOD_ZONE,656.0,,3.0157894736842104,True
65802,20117883,2024-09-10,635.0,256.0,GAS,True,True,2.0,3.0,2.0,False,False,False,False,0.0,False,0.0,A,23.0,9940,51.1024547,3.6689642,2014.0,AS_NEW,650.0,NON_FLOOD_ZONE,1260.0,10.0,2.48046875,True
115009,20108815,2024-09-10,167.5,15.0,Unknown,True,True,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,A+,43.0,9000,51.0471964,3.7111552,2026.0,Unknown,800.0,NON_FLOOD_ZONE,564.0,-2.0,11.166666666666666,True
122451,20112319,2024-09-10,349.0,140.0,Unknown,True,True,1.0,3.0,2.0,False,False,False,False,0.0,False,0.0,B,155.0,9940,51.1769002,3.7743431,1937.0,GOOD,390.0,NON_FLOOD_ZONE,834.0,87.0,2.492857142857143,True
104811,20053927,2024-09-10,359.0,84.0,Unknown,False,True,1.0,2.0,1.0,True,False,True,True,34.0,False,0.0,A,67.77248355263157,9940,51.1278936,3.6696283,2022.0,Unknown,,NON_FLOOD_ZONE,942.0,2.0,4.273809523809524,False
62992,20108810,2024-09-10,167.5,15.0,Unknown,True,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,A+,43.0,9000,51.0471964,3.7111552,2026.0,Unknown,,NON_FLOOD_ZONE,657.0,-2.0,11.166666666666666,False
100304,20148276,2024-09-10,432.0,189.0,GAS,False,True,1.0,3.0,2.0,True,True,False,True,21.0,False,0.0,C,252.0,9040,51.0734358,3.7775342,1928.0,AS_NEW,280.0,Unknown,958.0,96.0,2.2857142857142856,True
72865,20121526,2024-09-10,840.0,352.0,GAS,False,False,2.0,5.0,3.0,False,False,False,False,0.0,False,0.0,D,338.0,9940,51.10247150000001,3.659133299999999,,TO_BE_DONE_UP,2874.0,Unknown,1565.0,,2.3863636363636362,True
15108,20121513,2024-09-10,595.0,352.0,Unknown,False,False,2.0,5.0,3.0,False,False,False,False,0.0,False,0.0,D,338.0,9940,51.10247150000001,3.659133299999999,1850.0,TO_BE_DONE_UP,1902.0,Unknown,1200.0,174.0,1.6903409090909092,True
33625,20115271,2024-09-10,549.0,234.0,Unknown,False,True,2.0,4.0,3.0,False,True,False,False,0.0,False,0.0,B,179.0,9940,51.1213134,3.6686546,1995.0,GOOD,687.0,NON_FLOOD_ZONE,1132.0,29.0,2.3461538461538463,True
112085,11437021,2024-09-12,465.0,150.0,GAS,False,True,1.0,3.0,2.0,True,True,False,True,25.0,True,325.0,B,144.0,9940,51.1027238,3.678219899999999,2014.0,AS_NEW,433.0,NON_FLOOD_ZONE,803.0,10.0,3.1,True
124497,20086535,2024-09-12,425.0,169.0,Unknown,False,True,1.0,4.0,2.0,True,False,False,False,0.0,False,0.0,B,200.0,9940,51.1014816,3.6589535,1994.0,AS_NEW,665.0,NON_FLOOD_ZONE,939.0,30.0,2.514792899408284,True
21937,20158064,2024-09-12,395.0,136.0,GAS,True,True,1.0,3.0,2.0,True,False,True,True,20.0,False,0.0,B,169.0,9050,51.0384654,3.7448882,1850.0,AS_NEW,70.0,NON_FLOOD_ZONE,483.0,174.0,2.9044117647058822,True
48845,20002632,2024-09-12,385.0,161.0,Unknown,False,True,1.0,3.0,2.0,True,False,False,True,0.0,False,0.0,C,223.0,9940,51.1744807,3.7396248,1990.0,GOOD,0.0,NON_FLOOD_ZONE,888.0,34.0,2.391304347826087,True
88480,20122017,2024-09-12,325.0,164.0,GAS,False,True,1.0,2.0,2.0,True,False,False,False,0.0,False,0.0,F,619.0,9940,51.1113016,3.7291701,1931.0,TO_RENOVATE,322.0,NON_FLOOD_ZONE,798.0,93.0,1.9817073170731707,True
86242,20158801,2024-09-12,515.0,185.0,GAS,True,True,2.0,4.0,2.0,True,False,False,True,0.0,True,168.0,A,40.0,9032,51.0805659,3.714636999999999,2024.0,AS_NEW,427.0,NON_FLOOD_ZONE,1081.0,0.0,2.7837837837837838,True
26026,20157046,2024-09-13,390.0,185.0,GAS,False,True,1.0,3.0,2.0,True,True,True,True,1.0,True,1.0,C,251.17550274223035,9820,51.0228288,3.7519464,1950.0,TO_BE_DONE_UP,352.0,NON_FLOOD_ZONE,587.0,74.0,2.108108108108108,True
110956,20019536,2024-09-13,498.0,221.0,GAS,False,True,1.0,3.0,2.0,True,True,False,True,0.0,True,634.0,C,267.0,9940,51.1210622,3.7227076,2005.0,TO_BE_DONE_UP,634.0,NON_FLOOD_ZONE,1056.0,19.0,2.253393665158371,True
52457,20117499,2024-09-13,394.5,116.0,Unknown,False,True,1.0,2.0,1.0,True,False,False,True,10.0,False,0.0,A,44.0,9000,51.0639188,3.7147448,2022.0,Unknown,,NON_FLOOD_ZONE,995.0,2.0,3.4008620689655173,False
25901,20109658,2024-09-13,339.0,88.0,Unknown,False,False,1.0,2.0,1.0,False,False,False,True,12.0,True,39.0,A,30.0,9000,51.0452017,3.6984409,,Unknown,,Unknown,913.0,,3.852272727272727,False
114786,11414779,2024-09-13,507.5,145.0,Unknown,False,True,2.0,3.0,2.0,True,False,False,True,15.0,False,0.0,A,67.77248355263157,9940,51.1106869,3.7102,2023.0,Unknown,,NON_FLOOD_ZONE,1164.0,1.0,3.5,False
114828,20149284,2024-09-13,425.0,159.0,Unknown,True,True,1.0,4.0,2.0,True,True,True,False,0.0,False,0.0,C,290.0,9050,51.0345003,3.7597852,1996.0,GOOD,170.0,NON_FLOOD_ZONE,681.0,28.0,2.6729559748427674,True
79750,20162427,2024-09-13,549.0,169.0,FUELOIL,True,True,1.0,3.0,2.0,True,False,False,True,33.0,True,321.0,C,248.0,9000,51.0366301,3.7015518,,Unknown,392.0,NON_FLOOD_ZONE,1.0,,3.2485207100591715,True
73129,20150545,2024-09-13,250.0,72.0,GAS,False,True,1.0,2.0,1.0,False,False,False,True,18.0,False,0.0,B,110.0,9000,51.0544441,3.702565299999999,1977.0,Unknown,,NON_FLOOD_ZONE,897.0,47.0,3.4722222222222223,False
16627,20115177,2024-09-13,249.0,169.0,FUELOIL,False,True,1.0,4.0,2.0,True,False,False,False,0.0,False,0.0,F,846.0,9940,51.1818212,3.7446127,1850.0,Unknown,447.0,NON_FLOOD_ZONE,361.0,174.0,1.4733727810650887,True
16000,20145852,2024-09-13,280.0,149.0,GAS,False,True,1.0,3.0,1.0,True,False,False,False,0.0,False,0.0,B,165.0,9000,51.0634141,3.7265923,1998.0,GOOD,51.0,NON_FLOOD_ZONE,731.0,26.0,1.8791946308724832,True
123908,20154737,2024-09-13,895.0,175.0,GAS,False,True,2.0,4.0,1.0,True,False,False,True,14.0,False,0.0,A,90.0,9031,51.0408963,3.6620119,,AS_NEW,1603.0,Unknown,1647.0,,5.114285714285714,True
116574,20145820,2024-09-13,310.0,157.0,GAS,False,True,1.0,3.0,2.0,True,False,False,False,0.0,False,0.0,C,246.0,9000,51.0635756,3.7264429,1998.0,GOOD,120.0,NON_FLOOD_ZONE,776.0,26.0,1.9745222929936306,True
116700,20151078,2024-09-13,495.0,188.0,GAS,False,True,1.0,3.0,2.0,False,False,False,True,0.0,True,50.0,B,195.0,9031,51.05139459999999,3.6582137,1998.0,GOOD,212.0,Unknown,941.0,26.0,2.632978723404255,True
64421,20063692,2024-09-13,238.0,100.0,Unknown,False,False,1.0,3.0,1.0,False,False,False,False,0.0,False,0.0,D,331.0,9940,51.11685,3.723422999999999,1969.0,GOOD,,NON_FLOOD_ZONE,762.0,55.0,2.38,False
83087,20063702,2024-09-13,379.0,158.0,Unknown,False,True,1.0,3.0,2.0,False,False,False,False,0.0,False,0.0,E,459.0,9940,51.1212475,3.7262407,1989.0,TO_BE_DONE_UP,414.0,NON_FLOOD_ZONE,879.0,35.0,2.3987341772151898,True
83224,20140250,2024-09-13,539.0,126.0,Unknown,True,True,1.0,3.0,1.0,True,False,False,True,26.0,False,0.0,A,67.77248355263157,9000,51.03285839999999,3.7075596,2024.0,AS_NEW,,NON_FLOOD_ZONE,1210.0,0.0,4.277777777777778,False
83255,20146395,2024-09-13,335.0,71.0,Unknown,False,False,1.0,2.0,1.0,True,False,False,True,2.0,False,0.0,B,94.0,9000,51.0490297,3.7596977,,Unknown,,NON_FLOOD_ZONE,907.0,,4.71830985915493,False
21586,20000265,2024-09-13,310.0,154.0,GAS,False,True,1.0,3.0,2.0,False,False,False,True,0.0,False,0.0,D,366.0,9940,51.156453,3.7278848,,TO_RENOVATE,400.0,Unknown,347.0,,2.012987012987013,True
126264,20146058,2024-09-13,365.0,114.0,Unknown,False,True,2.0,4.0,2.0,True,False,False,False,0.0,False,0.0,B,149.0,9050,51.0334443,3.742228,,GOOD,56.0,NON_FLOOD_ZONE,599.0,,3.2017543859649122,True
48322,20157430,2024-09-13,669.0,325.0,GAS,False,True,2.0,4.0,3.0,False,False,False,False,0.0,False,0.0,C,251.17550274223035,9000,51.0559242,3.6943388,1956.0,TO_RENOVATE,299.0,Unknown,2850.0,68.0,2.0584615384615383,True
45740,20143802,2024-09-13,229.0,65.0,GAS,False,True,1.0,2.0,1.0,False,False,True,False,0.0,False,0.0,C,290.0,9000,51.0637435,3.7054652,1899.0,Unknown,36.0,NON_FLOOD_ZONE,327.0,125.0,3.523076923076923,True
48529,20157770,2024-09-13,469.78,181.0,GAS,True,True,1.0,3.0,2.0,False,False,True,True,9.0,False,0.0,B,194.0,9040,51.0553496,3.7525715,1930.0,Unknown,55.0,NON_FLOOD_ZONE,513.0,94.0,2.5954696132596684,True
105010,20140228,2024-09-13,454.5,94.0,Unknown,True,True,1.0,2.0,1.0,True,False,False,True,26.0,False,0.0,A,67.77248355263157,9000,51.03285839999999,3.7075596,2024.0,AS_NEW,,NON_FLOOD_ZONE,1085.0,0.0,4.835106382978723,False
40843,20111285,2024-09-13,345.0,152.0,Unknown,False,True,1.0,4.0,1.0,False,False,True,True,0.0,False,0.0,F,758.0,9050,51.0415851,3.7431688,,TO_RENOVATE,80.0,NON_FLOOD_ZONE,381.0,,2.2697368421052633,True
104088,20049885,2024-09-13,540.0,314.0,FUELOIL,False,True,1.0,5.0,3.0,True,False,True,True,80.0,True,1100.0,F,813.0,9940,51.1703515,3.6917648,1989.0,GOOD,1320.0,NON_FLOOD_ZONE,1118.0,35.0,1.7197452229299364,True
47247,20140222,2024-09-13,549.0,126.0,Unknown,True,True,1.0,3.0,1.0,True,False,False,True,26.0,False,0.0,A,67.77248355263157,9000,51.03285839999999,3.7075596,2024.0,AS_NEW,,NON_FLOOD_ZONE,1225.0,0.0,4.357142857142857,False
5310,20149497,2024-09-13,225.0,36.0,Unknown,False,False,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,B,141.0,9000,51.0382861,3.7428956,,JUST_RENOVATED,,Unknown,743.0,,6.25,False
96226,20153615,2024-09-13,295.0,87.0,Unknown,False,True,1.0,2.0,1.0,True,False,False,True,0.0,False,0.0,D,303.0,9040,51.0586351,3.7453428,,Unknown,0.0,Unknown,754.0,,3.3908045977011496,True
524,20157990,2024-09-13,675.0,152.0,GAS,False,True,2.0,3.0,2.0,True,False,True,True,0.0,False,0.0,C,213.0,9000,51.0390018,3.708604,1895.0,JUST_RENOVATED,95.0,NON_FLOOD_ZONE,784.0,129.0,4.440789473684211,True
49941,20148566,2024-09-13,575.0,149.0,GAS,True,True,2.0,4.0,3.0,False,False,False,True,0.0,True,110.0,A,80.0,9000,51.0263533,3.7318563,,JUST_RENOVATED,193.0,NON_FLOOD_ZONE,1170.0,,3.859060402684564,True
28239,20109656,2024-09-13,398.0,121.0,Unknown,False,False,1.0,2.0,1.0,False,False,False,True,14.0,False,0.0,A,30.0,9000,51.0452017,3.6984409,2023.0,GOOD,,Unknown,1000.0,1.0,3.2892561983471076,False
100375,20140229,2024-09-13,459.0,94.0,Unknown,True,True,1.0,2.0,1.0,True,False,False,True,13.0,False,0.0,A,67.77248355263157,9000,51.03285839999999,3.7075596,2024.0,AS_NEW,,NON_FLOOD_ZONE,1091.0,0.0,4.882978723404255,False
107435,20140226,2024-09-13,529.0,126.0,Unknown,True,True,1.0,3.0,1.0,True,False,False,True,26.0,False,0.0,A,67.77248355263157,9000,51.03285839999999,3.7075596,2024.0,AS_NEW,,NON_FLOOD_ZONE,1196.0,0.0,4.198412698412699,False
22569,20151546,2024-09-17,319.9,111.0,Unknown,False,True,1.0,3.0,1.0,False,False,False,False,0.0,True,86.0,E,455.0,9032,51.0781883,3.7081623,,TO_BE_DONE_UP,353.0,NON_FLOOD_ZONE,622.0,,2.8819819819819816,True
13848,20159064,2024-09-17,600.0,177.0,GAS,False,True,1.0,1.0,1.0,False,False,False,True,0.0,False,0.0,B,142.0,9000,51.0570359,3.733354,,Unknown,,Unknown,146.0,,3.389830508474576,False
32108,20146193,2024-09-17,285.0,102.0,Unknown,False,True,1.0,3.0,2.0,True,False,False,False,0.0,False,0.0,C,273.0,9000,51.0642972,3.6983734,,Unknown,0.0,NON_FLOOD_ZONE,467.0,,2.7941176470588234,True
15885,20028520,2024-09-17,275.0,113.0,GAS,False,True,1.0,3.0,1.0,False,False,False,False,0.0,False,0.0,D,347.0,9000,51.0660543,3.7072479,,Unknown,92.0,NON_FLOOD_ZONE,235.0,,2.433628318584071,True
107429,20157291,2024-09-17,395.0,93.0,Unknown,False,True,1.0,2.0,1.0,False,False,True,True,0.0,False,0.0,C,293.0,9000,51.0497939,3.7099192,1959.0,Unknown,,NON_FLOOD_ZONE,996.0,65.0,4.247311827956989,False
917,20098623,2024-09-17,265.0,97.0,Unknown,False,False,1.0,3.0,1.0,True,False,False,False,0.0,False,0.0,C,221.0,9050,51.0380627,3.7379298,1965.0,GOOD,,NON_FLOOD_ZONE,847.0,59.0,2.731958762886598,False
16948,20140663,2024-09-17,299.0,117.0,Unknown,False,True,1.0,3.0,1.0,False,False,False,True,0.0,False,0.0,D,378.0,9050,51.0392298,3.756049299999999,1988.0,GOOD,,NON_FLOOD_ZONE,844.0,36.0,2.5555555555555554,False
106878,11273265,2024-09-17,177.5,170.0,Unknown,True,False,1.0,3.0,1.0,True,True,True,True,20.0,False,0.0,F,773.0,9940,51.1735882,3.780595399999999,,TO_RENOVATE,290.0,NON_FLOOD_ZONE,579.0,,1.0441176470588236,True
121778,20157980,2024-09-17,429.0,184.0,GAS,True,True,1.0,3.0,2.0,False,False,False,False,0.0,True,146.0,B,145.0,9000,51.08765390000001,3.7197054,2000.0,GOOD,214.0,Unknown,862.0,24.0,2.3315217391304346,True
16476,11393830,2024-09-17,239.0,130.0,GAS,False,False,1.0,2.0,1.0,False,False,False,False,0.0,False,0.0,F,836.0,9940,51.1150735,3.7061668,1931.0,TO_RENOVATE,274.0,NON_FLOOD_ZONE,185.0,93.0,1.8384615384615384,True
19231,20172556,2024-09-17,595.0,278.0,GAS,False,True,1.0,5.0,3.0,False,False,True,True,33.0,False,0.0,C,270.0,9000,51.0514275,3.7193861,,Unknown,84.0,NON_FLOOD_ZONE,582.0,,2.1402877697841727,True
80973,20144635,2024-09-17,450.0,163.0,GAS,True,True,1.0,3.0,2.0,False,False,False,False,0.0,True,155.0,B,125.0,9032,51.0918167,3.705107,2011.0,AS_NEW,250.0,Unknown,1119.0,13.0,2.7607361963190185,True
41009,20121622,2024-09-17,565.0,153.0,GAS,False,True,1.0,3.0,2.0,False,False,True,True,0.0,False,0.0,A,99.0,9820,51.0097189,3.7565246,,Unknown,329.0,Unknown,463.0,,3.69281045751634,True
40097,20158219,2024-09-17,499.0,180.0,GAS,False,True,1.0,3.0,2.0,False,False,False,True,50.0,False,0.0,A,67.77248355263157,9000,51.0778878,3.728665,2006.0,Unknown,,NON_FLOOD_ZONE,1151.0,18.0,2.772222222222222,False
68692,20159664,2024-09-17,449.0,165.0,Unknown,False,True,1.0,3.0,2.0,True,False,True,True,20.0,True,150.0,C,292.0,9000,51.08578499999999,3.714504,1950.0,AS_NEW,199.0,NON_FLOOD_ZONE,438.0,74.0,2.721212121212121,True
91203,20149321,2024-09-17,490.0,114.0,Unknown,False,False,1.0,2.0,1.0,True,False,True,True,0.0,False,0.0,B,107.0,9000,51.0502255,3.7340451,1850.0,GOOD,,Unknown,1137.0,174.0,4.298245614035087,False
98205,20175557,2024-09-17,220.0,45.0,GAS,False,False,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,B,102.0,9000,51.0587265,3.7435635,,GOOD,,NON_FLOOD_ZONE,735.0,,4.888888888888889,False
91417,20176508,2024-09-17,215.0,38.0,GAS,False,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,B,145.0,9000,51.0340716,3.7085203,,Unknown,,Unknown,728.0,,5.657894736842105,False
7592,20082548,2024-09-17,350.0,150.0,GAS,False,True,1.0,4.0,1.0,True,False,False,False,0.0,False,0.0,C,268.0,9940,51.1852984,3.738599,1968.0,GOOD,379.0,NON_FLOOD_ZONE,639.0,56.0,2.3333333333333335,True
6786,20126365,2024-09-17,398.0,83.0,GAS,False,True,1.0,2.0,1.0,False,False,False,True,0.0,False,0.0,B,138.0,9000,51.03940069999999,3.7380167,,GOOD,,NON_FLOOD_ZONE,745.0,,4.795180722891566,False
54264,20160197,2024-09-17,685.0,311.0,Unknown,True,False,2.0,4.0,3.0,True,True,False,False,0.0,False,0.0,A,92.0,9940,51.1187267,3.7410627,1880.0,GOOD,2507.0,Unknown,1334.0,144.0,2.202572347266881,True
26439,20143821,2024-09-17,395.0,170.0,GAS,False,True,1.0,3.0,2.0,True,True,True,True,30.0,False,0.0,D,349.0,9000,51.0613567,3.6901034,,GOOD,142.0,Unknown,902.0,,2.323529411764706,True
53687,20081978,2024-09-17,199.0,74.0,GAS,False,True,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,C,268.0,9050,51.0282424,3.7567544,,GOOD,74.0,NON_FLOOD_ZONE,413.0,,2.689189189189189,True
53591,20142802,2024-09-17,249.0,271.0,GAS,False,True,1.0,5.0,2.0,True,False,False,True,0.0,False,0.0,E,436.0,9000,51.156202,3.815218,1918.0,GOOD,789.0,NON_FLOOD_ZONE,612.0,106.0,0.9188191881918819,True
4389,20079145,2024-09-17,239.0,80.0,Unknown,False,True,1.0,2.0,1.0,True,False,False,True,7.0,False,0.0,B,167.0,9940,51.1743332,3.7742595,2008.0,GOOD,,NON_FLOOD_ZONE,764.0,16.0,2.9875,False
100286,20138565,2024-09-17,189.0,44.0,FUELOIL,False,True,1.0,1.0,1.0,False,False,False,True,4.0,False,0.0,C,216.0,9000,51.0474123,3.7239869,1968.0,GOOD,,NON_FLOOD_ZONE,689.0,56.0,4.295454545454546,False
45355,20150623,2024-09-17,190.0,38.0,GAS,False,True,1.0,2.0,1.0,True,False,False,True,2.0,False,0.0,B,197.0,9000,51.04983499999999,3.7316404,,GOOD,,NON_FLOOD_ZONE,691.0,,5.0,False
44835,20158227,2024-09-17,499.0,180.0,GAS,False,True,1.0,3.0,2.0,False,False,False,True,50.0,False,0.0,A,67.77248355263157,9000,51.0778878,3.728665,2006.0,Unknown,1730.0,NON_FLOOD_ZONE,1057.0,18.0,2.772222222222222,True
10431,20157168,2024-09-17,162.5,76.0,GAS,False,True,1.0,2.0,1.0,True,False,False,True,4.0,False,0.0,B,200.0,9000,51.0700053,3.7399341,1968.0,TO_BE_DONE_UP,,NON_FLOOD_ZONE,617.0,56.0,2.138157894736842,False
31357,20172503,2024-09-19,275.0,117.0,GAS,False,False,1.0,3.0,1.0,False,False,False,False,0.0,True,200.0,D,399.0,9030,51.0693795,3.6722087,1969.0,Unknown,422.0,NON_FLOOD_ZONE,927.0,55.0,2.3504273504273505,True
72171,20106935,2024-09-19,420.0,168.0,GAS,False,True,1.0,3.0,2.0,True,False,True,False,0.0,True,300.0,C,262.0,9820,50.9858158,3.7463862,1953.0,Unknown,740.0,NON_FLOOD_ZONE,679.0,71.0,2.5,True
62326,20149288,2024-09-19,550.0,182.0,GAS,True,True,1.0,3.0,2.0,True,True,True,False,0.0,False,0.0,B,182.0,9050,51.0308948,3.7730573,1974.0,GOOD,407.0,NON_FLOOD_ZONE,1331.0,50.0,3.021978021978022,True
58786,20167587,2024-09-19,210.0,49.0,GAS,False,False,1.0,1.0,1.0,False,False,False,False,0.0,False,0.0,D,382.0,9000,51.0594364,3.7217079,1967.0,TO_BE_DONE_UP,,NON_FLOOD_ZONE,550.0,57.0,4.285714285714286,False
59895,20180180,2024-09-19,450.0,145.0,Unknown,False,False,1.0,3.0,1.0,True,False,True,False,0.0,False,0.0,B,133.0,9000,51.0779068,3.7312642,1936.0,GOOD,125.0,Unknown,334.0,88.0,3.103448275862069,True
